"date","title","speaker","source","doc_type","text","url","primary_topic"
"2020-05-05","Global risks and domestic implications","Committee","boe","minutes","Geopolitical risks have remained elevated since our previous assessment. The conflict in Eastern Europe continues to weigh on European growth. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has appreciated by 3.1% on a trade-weighted basis.

Commodity prices, particularly natural gas, have remained volatile. This reflects supply disruptions. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Commodity prices, particularly natural gas, have fallen. This reflects weakening global demand. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Our projections indicate that inflation will decline gradually over the medium term, converging towards our 2% target by late 2025. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.","https://example.com/boe/20200505-102","global_risks"
"2020-05-28","The inflation outlook: challenges and opportunities","Lisa Cook","fed","speech","The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have declined further, services inflation remains sticky. The pass-through from producer prices to consumer prices continues to evolve, and we expect gradual disinflation in the coming months.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have remained volatile, services inflation remains elevated. The pass-through from producer prices to consumer prices continues to evolve, and we expect continued moderation in the coming months.","https://example.com/fed/20200528-103","inflation_outlook"
"2020-06-18","Navigating global uncertainty","Committee","ecb","minutes","The global economic environment remains resilient. Growth in major trading partners has diverged, with divergent paths across regions. China continues to recover gradually, while Latin America faces fiscal consolidation needs.

The global economic environment remains uncertain. Growth in major trading partners has diverged, with divergent paths across regions. China continues to recover gradually, while Latin America faces commodity headwinds.","https://example.com/ecb/20200618-104","global_risks"
"2020-07-03","Macroprudential policy and financial conditions","Dave Ramsden","boe","speech","The banking sector continues to exhibit strong capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 15.1%, well above regulatory minima. Credit growth has tightened to 1.8%, reflecting both supply and demand factors.

The banking sector continues to exhibit strong capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 14.2%, well above regulatory minima. Credit growth has shown tentative loosening to 3.2%, reflecting both supply and demand factors.

The banking sector continues to exhibit adequate capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 15.1%, well above regulatory minima. Credit growth has remained tight to 3.2%, reflecting both supply and demand factors.","https://example.com/boe/20200703-105","financial_stability"
"2020-07-25","Inflation dynamics and the path ahead","Christopher Waller","fed","speech","Inflation has remained broadly stable over the past quarter, with headline CPI rising to 4.7%. Core inflation, which strips out volatile food and energy prices, has edged higher. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Inflation has remained broadly stable over the past quarter, with headline CPI edging down to 2.8%. Core inflation, which strips out volatile food and energy prices, has shown signs of easing. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Our projections indicate that inflation will remain elevated before easing over the medium term, converging towards our 2% target by late 2025. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

Labour force participation has stabilised, partly reflecting early retirement trends. Skills shortages persist in healthcare and technology, contributing to wage pressures in these areas. The balance of demand and supply in the labour market remains a key determinant of the inflation outlook.","https://example.com/fed/20200725-106","inflation_outlook"
"2020-08-14","Monetary policy in the current environment","Frank Elderson","ecb","speech","The Committee voted to maintain the Bank Rate at 5.2%. This decision reflects our assessment that the current monetary policy stance is sufficiently tight. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

Looking at the path of interest rates, market pricing suggests expectations of rates remaining at current levels for an extended period. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.","https://example.com/ecb/20200814-107","interest_rate_policy"
"2020-08-29","Inflation dynamics and the path ahead","Dave Ramsden","boe","speech","The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have remained volatile, services inflation remains elevated. The pass-through from producer prices to consumer prices continues to evolve, and we expect continued moderation in the coming months.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have declined further, services inflation remains above target-consistent levels. The pass-through from producer prices to consumer prices continues to evolve, and we expect gradual disinflation in the coming months.

Financial conditions have fallen since our last assessment. Equity markets have remained range-bound, while corporate bond spreads have remained stable. Overall, financial conditions remain restrictive for the current stage of the cycle.","https://example.com/boe/20200829-108","inflation_outlook"
"2020-09-17","The path of interest rates","Committee","fed","minutes","The Committee voted to reduce the Bank Rate at 3.9%. This decision reflects our assessment that the current monetary policy stance is sufficiently tight. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

The Committee voted to maintain the Bank Rate at 4.7%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

Risks from non-bank financial institutions warrant continued monitoring. Leverage in certain hedge fund strategies remains elevated. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.","https://example.com/fed/20200917-109","interest_rate_policy"
"2020-10-09","Global risks and domestic implications","Committee","ecb","minutes","Geopolitical risks have remained elevated since our previous assessment. Tensions in the Middle East continue to affect energy markets. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has appreciated by 0.8% on a trade-weighted basis.

The global economic environment remains uncertain. Growth in major trading partners has diverged, with divergent paths across regions. China continues to recover gradually, while emerging Asia faces capital outflow pressures.

Commodity prices, particularly natural gas, have fallen. This reflects weakening global demand. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.","https://example.com/ecb/20201009-110","global_risks"
"2020-10-28","Employment, wages, and inflation","Committee","boe","minutes","Labour force participation has recovered, partly reflecting long-term sickness. Skills shortages persist in healthcare and technology, contributing to wage pressures in these areas. The balance of demand and supply in the labour market remains a key determinant of the inflation outlook.

Wage growth has remained elevated to 6.1% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

Wage growth has remained elevated to 6.1% in annual terms. Private sector regular pay growth of 6.3% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.","https://example.com/boe/20201028-111","labour_market"
"2020-11-15","The stability of the financial system","Christopher Waller","fed","speech","Risks from non-bank financial institutions warrant continued monitoring. Leverage in certain hedge fund strategies remains elevated. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Financial conditions have risen since our last assessment. Equity markets have declined, while corporate bond spreads have narrowed. Overall, financial conditions remain accommodative for the current stage of the cycle.

Household consumption remains mixed, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has remained flat in recent months. The housing market shows signs of continued adjustment.","https://example.com/fed/20201115-112","financial_stability"
"2020-12-07","Global risks and domestic implications","Piero Cipollone","ecb","speech","The global economic environment remains gradually loosening. Growth in major trading partners has slowed, with divergent paths across regions. China continues to grow above trend, while Latin America faces commodity headwinds.

Commodity prices, particularly natural gas, have fallen. This reflects seasonal factors. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Commodity prices, particularly agricultural commodities, have risen sharply. This reflects weakening global demand. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.","https://example.com/ecb/20201207-113","global_risks"
"2020-12-26","Financial stability and resilience","Committee","boe","minutes","Financial conditions have risen since our last assessment. Equity markets have remained range-bound, while corporate bond spreads have remained stable. Overall, financial conditions remain accommodative for the current stage of the cycle.

Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Financial conditions have fallen since our last assessment. Equity markets have declined, while corporate bond spreads have remained stable. Overall, financial conditions remain neutral for the current stage of the cycle.","https://example.com/boe/20201226-114","financial_stability"
"2021-01-13","The international economic outlook","Lisa Cook","fed","speech","Geopolitical risks have intensified since our previous assessment. Trade policy uncertainty has risen following recent tariff announcements. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has appreciated by 3.1% on a trade-weighted basis.

Geopolitical risks have evolved since our previous assessment. Tensions in the Middle East continue to affect energy markets. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has remained broadly stable by 3.1% on a trade-weighted basis.

Commodity prices, particularly natural gas, have remained volatile. This reflects supply disruptions. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.","https://example.com/fed/20210113-115","global_risks"
"2021-01-30","Navigating global uncertainty","Isabel Schnabel","ecb","speech","Geopolitical risks have remained elevated since our previous assessment. The conflict in Eastern Europe continues to weigh on European growth. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has appreciated by 1.2% on a trade-weighted basis.

The global economic environment remains uncertain. Growth in major trading partners has slowed, with divergent paths across regions. China continues to face headwinds, while emerging Asia faces capital outflow pressures.","https://example.com/ecb/20210130-116","global_risks"
"2021-02-22","Navigating the economic cycle","Committee","boe","minutes","Household consumption remains resilient, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has remained flat in recent months. The housing market shows signs of continued adjustment.

Our central projection is for GDP growth of 1.0% in 2026, with risks skewed to the upside. Potential output growth is estimated at around 1.0%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

Our central projection is for GDP growth of 0.8% in 2025, with risks skewed to the upside. Potential output growth is estimated at around 1.0%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

Financial conditions have remained broadly stable since our last assessment. Equity markets have declined, while corporate bond spreads have remained stable. Overall, financial conditions remain restrictive for the current stage of the cycle.","https://example.com/boe/20210222-117","economic_growth"
"2021-03-10","Monetary policy in the current environment","Committee","fed","minutes","The Committee voted to increase the Bank Rate at 3.4%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

The Committee voted to maintain the Bank Rate at 3.9%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

Wage growth has accelerated to 5.2% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.","https://example.com/fed/20210310-118","interest_rate_policy"
"2021-04-02","Financial stability and resilience","Christine Lagarde","ecb","speech","Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Financial conditions have fallen since our last assessment. Equity markets have remained range-bound, while corporate bond spreads have widened. Overall, financial conditions remain neutral for the current stage of the cycle.

Geopolitical risks have intensified since our previous assessment. The conflict in Eastern Europe continues to weigh on European growth. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has appreciated by 1.2% on a trade-weighted basis.","https://example.com/ecb/20210402-119","financial_stability"
"2021-04-21","The path of interest rates","Silvana Tenreyro","boe","speech","The transmission of our previous rate increases to the real economy is still working through. Mortgage rates have begun to ease, and credit conditions have shown tentative loosening. The full impact of cumulative tightening is expected to materialise over the coming quarters.

The Committee voted to increase the Bank Rate at 4.7%. This decision reflects our assessment that the current monetary policy stance is sufficiently tight. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

The Committee voted to reduce the Bank Rate at 6.1%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

The economy grew by 2.8% in the latest quarter, slightly below market expectations. Business investment has remained subdued, supported by infrastructure investment. The services sector continues to show resilience, while manufacturing output has contracted.","https://example.com/boe/20210421-120","interest_rate_policy"
"2021-05-10","The stability of the financial system","Committee","fed","minutes","Financial conditions have remained broadly stable since our last assessment. Equity markets have declined, while corporate bond spreads have widened. Overall, financial conditions remain restrictive for the current stage of the cycle.

The banking sector continues to exhibit robust capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 14.2%, well above regulatory minima. Credit growth has remained tight to 3.2%, reflecting both supply and demand factors.

Financial conditions have moderated since our last assessment. Equity markets have risen, while corporate bond spreads have remained stable. Overall, financial conditions remain neutral for the current stage of the cycle.

Wage growth has accelerated to 5.5% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.","https://example.com/fed/20210510-121","financial_stability"
"2021-05-24","Setting policy in uncertain times","Philip Lane","ecb","speech","The transmission of our previous rate increases to the real economy is still working through. Mortgage rates have begun to ease, and credit conditions have shown tentative loosening. The full impact of cumulative tightening is expected to materialise over the coming quarters.

The Committee voted to maintain the Bank Rate at 4.7%. This decision reflects our assessment that the current monetary policy stance is sufficiently tight. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

Looking at the path of interest rates, market pricing suggests expectations of one further increase followed by a pause. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.","https://example.com/ecb/20210524-122","interest_rate_policy"
"2021-06-13","Setting policy in uncertain times","Andrew Bailey","boe","speech","The transmission of our previous rate adjustments to the real economy is still working through. Mortgage rates have risen further, and credit conditions have tightened. The full impact of cumulative tightening is expected to materialise over the coming quarters.

The Committee voted to reduce the Bank Rate at 2.1%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

Household consumption remains resilient, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has remained flat in recent months. The housing market shows signs of continued adjustment.","https://example.com/boe/20210613-123","interest_rate_policy"
"2021-07-07","Monetary policy in the current environment","Committee","fed","minutes","The transmission of our previous rate adjustments to the real economy is still working through. Mortgage rates have stabilised, and credit conditions have remained tight. The full impact of cumulative tightening is expected to materialise over the coming quarters.

The transmission of our previous rate adjustments to the real economy is still working through. Mortgage rates have stabilised, and credit conditions have tightened. The full impact of cumulative tightening is expected to materialise over the coming quarters.

Looking at the path of interest rates, market pricing suggests expectations of rates remaining at current levels for an extended period. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

The banking sector continues to exhibit robust capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 15.1%, well above regulatory minima. Credit growth has remained tight to 1.8%, reflecting both supply and demand factors.","https://example.com/fed/20210707-124","interest_rate_policy"
"2021-07-20","The international economic outlook","Frank Elderson","ecb","speech","Commodity prices, particularly agricultural commodities, have remained volatile. This reflects seasonal factors. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Geopolitical risks have intensified since our previous assessment. Tensions in the Middle East continue to affect energy markets. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has depreciated by 2.5% on a trade-weighted basis.","https://example.com/ecb/20210720-125","global_risks"
"2021-08-14","The changing nature of work","Silvana Tenreyro","boe","speech","Labour force participation has stabilised, partly reflecting increased economic inactivity among older workers. Skills shortages persist in construction and engineering, contributing to wage pressures in these areas. The balance of demand and supply in the labour market remains a key determinant of the inflation outlook.

Wage growth has moderated to 4.8% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

The labour market remains uncertain, with the unemployment rate at 3.4%. Employment has declined by 50k over the quarter. Vacancies have continued to fall but remain elevated by historical standards.

Financial conditions have risen since our last assessment. Equity markets have risen, while corporate bond spreads have narrowed. Overall, financial conditions remain accommodative for the current stage of the cycle.","https://example.com/boe/20210814-126","labour_market"
"2021-08-29","Navigating global uncertainty","Lael Brainard","fed","speech","Commodity prices, particularly natural gas, have fallen. This reflects supply disruptions. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Commodity prices, particularly agricultural commodities, have remained volatile. This reflects seasonal factors. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.","https://example.com/fed/20210829-127","global_risks"
"2021-09-19","Price stability in a changing world","Fabio Panetta","ecb","speech","Our projections indicate that inflation will converge over the medium term, converging towards our 2% target by the end of 2026. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

Inflation has moderated over the past quarter, with headline CPI falling to 2.1%. Core inflation, which strips out volatile food and energy prices, has remained sticky. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Our projections indicate that inflation will decline gradually over the medium term, converging towards our 2% target by late 2025. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.","https://example.com/ecb/20210919-128","inflation_outlook"
"2021-10-07","Price stability in a changing world","Committee","boe","minutes","Our projections indicate that inflation will decline gradually over the medium term, converging towards our 2% target by mid-2026. However, risks to this forecast are tilted to the upside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

Our projections indicate that inflation will converge over the medium term, converging towards our 2% target by late 2025. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have declined further, services inflation remains above target-consistent levels. The pass-through from producer prices to consumer prices continues to evolve, and we expect continued moderation in the coming months.

Financial conditions have risen since our last assessment. Equity markets have remained range-bound, while corporate bond spreads have widened. Overall, financial conditions remain accommodative for the current stage of the cycle.","https://example.com/boe/20211007-129","inflation_outlook"
"2021-10-24","Macroprudential policy and financial conditions","Michelle Bowman","fed","speech","Financial conditions have moderated since our last assessment. Equity markets have declined, while corporate bond spreads have widened. Overall, financial conditions remain accommodative for the current stage of the cycle.

Risks from non-bank financial institutions warrant continued monitoring. Liquidity mismatches in open-ended funds require attention. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.","https://example.com/fed/20211024-130","financial_stability"
"2021-11-13","Monetary policy in the current environment","Frank Elderson","ecb","speech","Looking at the path of interest rates, market pricing suggests expectations of a gradual easing over the coming year. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

Looking at the path of interest rates, market pricing suggests expectations of rates remaining at current levels for an extended period. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

The Committee voted to increase the Bank Rate at 3.4%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.","https://example.com/ecb/20211113-131","interest_rate_policy"
"2021-12-05","The international economic outlook","Committee","boe","minutes","Commodity prices, particularly agricultural commodities, have risen sharply. This reflects geopolitical risk premia. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

The global economic environment remains tight. Growth in major trading partners has remained resilient, with divergent paths across regions. The United States continues to grow above trend, while Latin America faces commodity headwinds.

Commodity prices, particularly agricultural commodities, have fallen. This reflects geopolitical risk premia. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

The Committee voted to reduce the Bank Rate at 4.7%. This decision reflects our assessment that the current monetary policy stance is sufficiently tight. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.","https://example.com/boe/20211205-132","global_risks"
"2021-12-25","Macroprudential policy and financial conditions","Lael Brainard","fed","speech","Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Risks from non-bank financial institutions warrant continued monitoring. Liquidity mismatches in open-ended funds require attention. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Financial conditions have remained broadly stable since our last assessment. Equity markets have risen, while corporate bond spreads have remained stable. Overall, financial conditions remain accommodative for the current stage of the cycle.

The Committee voted to increase the Bank Rate at 3.4%. This decision reflects our assessment that the current monetary policy stance is sufficiently tight. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.","https://example.com/fed/20211225-133","financial_stability"
"2022-01-11","The international economic outlook","Piero Cipollone","ecb","speech","The global economic environment remains tight. Growth in major trading partners has slowed, with divergent paths across regions. China continues to face headwinds, while Latin America faces fiscal consolidation needs.

The global economic environment remains gradually loosening. Growth in major trading partners has slowed, with divergent paths across regions. The United States continues to face headwinds, while Latin America faces commodity headwinds.

Commodity prices, particularly agricultural commodities, have fallen. This reflects supply disruptions. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

The economy grew by 2.1% in the latest quarter, slightly above market expectations. Business investment has recovered, supported by improved business sentiment. The services sector continues to moderate, while manufacturing output has shown tentative signs of recovery.","https://example.com/ecb/20220111-134","global_risks"
"2022-01-29","Growth prospects and structural change","Huw Pill","boe","speech","Our central projection is for GDP growth of 1.2% in 2025, with risks skewed to the upside. Potential output growth is estimated at around 1.5%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

Household consumption remains resilient, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has improved in recent months. The housing market shows signs of gradual recovery.

Household consumption remains subdued, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has deteriorated in recent months. The housing market shows signs of stabilisation.

Inflation has fallen over the past quarter, with headline CPI edging down to 4.7%. Core inflation, which strips out volatile food and energy prices, has shown signs of easing. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.","https://example.com/boe/20220129-135","economic_growth"
"2022-02-21","Navigating the economic cycle","Michelle Bowman","fed","speech","Our central projection is for GDP growth of 1.2% in 2025, with risks skewed to the downside. Potential output growth is estimated at around 1.0%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

The economy grew by 4.7% in the latest quarter, broadly in line with market expectations. Business investment has remained subdued, supported by public sector spending. The services sector continues to moderate, while manufacturing output has stabilised.

Household consumption remains subdued, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has deteriorated in recent months. The housing market shows signs of gradual recovery.","https://example.com/fed/20220221-136","economic_growth"
"2022-03-10","Growth prospects and structural change","Frank Elderson","ecb","speech","Household consumption remains resilient, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has deteriorated in recent months. The housing market shows signs of gradual recovery.

Household consumption remains mixed, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has remained flat in recent months. The housing market shows signs of continued adjustment.

Household consumption remains mixed, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has improved in recent months. The housing market shows signs of gradual recovery.","https://example.com/ecb/20220310-137","economic_growth"
"2022-03-29","Growth prospects and structural change","Committee","boe","minutes","Our central projection is for GDP growth of 1.0% in 2025, with risks skewed to the downside. Potential output growth is estimated at around 1.5%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

The economy grew by 5.2% in the latest quarter, slightly above market expectations. Business investment has recovered, supported by improved business sentiment. The services sector continues to show resilience, while manufacturing output has shown tentative signs of recovery.","https://example.com/boe/20220329-138","economic_growth"
"2022-04-19","Setting policy in uncertain times","Lael Brainard","fed","speech","The transmission of our previous rate increases to the real economy is still working through. Mortgage rates have stabilised, and credit conditions have shown tentative loosening. The full impact of cumulative tightening is expected to materialise over the coming quarters.

The transmission of our previous rate adjustments to the real economy is still working through. Mortgage rates have begun to ease, and credit conditions have shown tentative loosening. The full impact of cumulative tightening is expected to materialise over the coming quarters.

Looking at the path of interest rates, market pricing suggests expectations of rates remaining at current levels for an extended period. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.","https://example.com/fed/20220419-139","interest_rate_policy"
"2022-05-07","The international economic outlook","Christine Lagarde","ecb","speech","Commodity prices, particularly agricultural commodities, have fallen. This reflects weakening global demand. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Commodity prices, particularly agricultural commodities, have risen sharply. This reflects seasonal factors. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.","https://example.com/ecb/20220507-140","global_risks"
"2022-05-24","Price stability in a changing world","Huw Pill","boe","speech","Our projections indicate that inflation will converge over the medium term, converging towards our 2% target by mid-2026. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have declined further, services inflation remains above target-consistent levels. The pass-through from producer prices to consumer prices continues to evolve, and we expect further easing in the coming months.

Our central projection is for GDP growth of 1.2% in 2025, with risks skewed to the downside. Potential output growth is estimated at around 1.0%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.","https://example.com/boe/20220524-141","inflation_outlook"
"2022-06-13","The changing nature of work","Jerome Powell","fed","speech","Wage growth has remained elevated to 4.8% in annual terms. Private sector regular pay growth of 6.3% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

The labour market remains uncertain, with the unemployment rate at 4.7%. Employment has remained broadly flat by 50k over the quarter. Vacancies have stabilised but remain near historical norms by historical standards.","https://example.com/fed/20220613-142","labour_market"
"2022-07-01","Inflation dynamics and the path ahead","Fabio Panetta","ecb","speech","Inflation has remained broadly stable over the past quarter, with headline CPI rising to 2.8%. Core inflation, which strips out volatile food and energy prices, has remained sticky. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Our projections indicate that inflation will decline gradually over the medium term, converging towards our 2% target by the end of 2026. However, risks to this forecast are tilted to the upside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have remained volatile, services inflation remains sticky. The pass-through from producer prices to consumer prices continues to evolve, and we expect continued moderation in the coming months.","https://example.com/ecb/20220701-143","inflation_outlook"
"2022-07-20","Setting policy in uncertain times","Huw Pill","boe","speech","Looking at the path of interest rates, market pricing suggests expectations of one further increase followed by a pause. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

The Committee voted to increase the Bank Rate at 6.1%. This decision reflects our assessment that the current monetary policy stance is sufficiently tight. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

The transmission of our previous rate increases to the real economy is still working through. Mortgage rates have begun to ease, and credit conditions have tightened. The full impact of cumulative tightening is expected to materialise over the coming quarters.

Inflation has remained broadly stable over the past quarter, with headline CPI rising to 6.1%. Core inflation, which strips out volatile food and energy prices, has remained sticky. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.","https://example.com/boe/20220720-144","interest_rate_policy"
"2022-08-12","Navigating the economic cycle","Lael Brainard","fed","speech","Household consumption remains mixed, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has deteriorated in recent months. The housing market shows signs of continued adjustment.

Our central projection is for GDP growth of 1.4% in 2026, with risks skewed to the downside. Potential output growth is estimated at around 1.5%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

Inflation has remained broadly stable over the past quarter, with headline CPI edging up to 3.9%. Core inflation, which strips out volatile food and energy prices, has shown signs of easing. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.","https://example.com/fed/20220812-145","economic_growth"
